City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Windspeed
guiren,59,CN,1578444404,86,33.67,118.19,32.4,3.6
auki,100,SB,1578444404,86,-8.77,160.7,81.86,15.52
kavaratti,36,IN,1578444404,73,10.57,72.64,81.93,11.83
kloulklubed,75,PW,1578444404,70,7.04,134.26,84.2,16.11
moanda,63,GA,1578444405,82,-1.55,13.22,72.21,2.35
paris,1,US,1578444405,60,36.3,-88.33,44.6,3.36
parati,75,BR,1578444405,100,-20.51,-54.63,73.4,2.24
jining,0,CN,1578444405,68,35.41,116.58,29.35,5.48
vallenar,0,CL,1578444405,75,-28.58,-70.76,61.47,6.17
ryotsu,75,JP,1578444405,93,38.08,138.43,46.4,5.82
wakkanai,75,JP,1578444405,79,45.41,141.67,26.6,6.93
diamantino,96,BR,1578444405,90,-14.4,-56.44,75.13,4.74
katsuura,20,JP,1578444406,82,33.93,134.5,62.01,10.29
padilla,99,BO,1578444406,97,-19.31,-64.3,56.21,0.49
mikhaylovka,90,KZ,1578444406,92,54.89,69.46,19.4,2.24
upernavik,100,GL,1578444406,72,72.79,-56.15,-14.17,4.5
qarchi gak,0,AF,1578444406,86,37.04,66.79,33.8,6.93
jamame,100,SO,1578444406,82,0.07,42.75,82.24,21.72
lubango,87,AO,1578444406,86,-14.92,13.49,57.58,6.08
arawa,58,PG,1578444406,70,-6.23,155.57,85.1,3.62
belaya,0,RU,1578444407,85,51.06,35.71,19.89,3.44
cayenne,95,GF,1578444407,83,4.94,-52.33,80.6,6.93
rancho palos verdes,40,US,1578444407,36,33.75,-118.37,73.0,10.29
sovetskiy,79,RU,1578444407,96,56.76,48.47,8.91,6.78
yurimaguas,17,PE,1578444407,74,-5.9,-76.1,79.74,1.74
brae,98,GB,1578444407,75,60.4,-1.35,46.4,33.33
corrente,70,BR,1578444407,96,-17.45,-44.68,71.31,3.89
vardo,40,NO,1578444407,86,70.37,31.11,30.2,8.05
weligama,40,LK,1578444407,91,5.97,80.42,72.5,3.51
andenes,100,NO,1578444408,80,69.31,16.12,41.0,27.51
zaragoza,89,MX,1578444408,97,19.77,-97.56,56.26,2.91
turbat,0,PK,1578444408,36,26,63.05,58.59,24.61
thunder bay,75,CA,1578444122,60,48.41,-89.26,8.01,14.99
carnarvon,0,AU,1578444408,73,-24.87,113.63,77.0,21.92
touros,40,BR,1578444252,83,-5.2,-35.46,80.6,8.05
tura,10,RU,1578444408,93,64.27,100.22,-3.87,4.72
muros,75,ES,1578444408,100,42.77,-9.06,55.0,2.24
ishigaki,40,JP,1578444409,94,24.34,124.16,71.6,3.36
nova olimpia,100,BR,1578444409,92,-14.8,-57.29,76.05,3.42
batticaloa,84,LK,1578444409,93,7.71,81.69,72.81,2.91
gombe,0,NG,1578444409,25,10.28,11.16,69.26,11.45
petropavlovsk-kamchatskiy,96,RU,1578444409,61,53.05,158.65,15.8,4.47
soe,95,ID,1578444409,64,-9.86,124.28,82.89,3.15
takoradi,17,GH,1578444409,81,4.89,-1.75,78.55,8.63
saint-joseph,48,RE,1578444410,78,-21.37,55.62,77.0,4.7
oberndorf,45,DE,1578444410,96,50.96,8.3,41.0,5.23
qandala,87,SO,1578444410,71,11.47,49.87,74.95,3.06
san patricio,5,MX,1578444410,74,19.22,-104.7,82.4,5.82
szczytno,75,PL,1578444410,88,53.57,20.99,32.0,5.82
helong,0,CN,1578444410,87,25.94,116.13,43.92,3.65
kutum,0,SD,1578444410,28,14.2,24.66,58.96,5.86
te anau,100,NZ,1578444410,72,-45.41,167.72,50.25,4.12
bilma,36,NE,1578444411,34,18.69,12.92,54.48,10.87
raudeberg,100,NO,1578444411,81,61.99,5.14,50.0,27.51
tosya,100,TR,1578444411,98,41.02,34.04,32.9,4.45
saint-augustin,90,CA,1578444411,73,45.63,-73.98,27.0,6.93
srednekolymsk,49,RU,1578444411,95,67.46,153.71,-20.33,3.89
matara,40,LK,1578444411,91,5.95,80.54,72.5,3.51
eureka,90,US,1578444411,100,40.8,-124.16,51.8,6.93
anadyr,75,RU,1578444412,84,64.73,177.51,1.4,4.47
lewistown,90,US,1578444412,74,40.39,-90.15,37.99,4.7
mitsamiouli,36,KM,1578444412,72,-11.38,43.28,82.76,1.81
zhezkazgan,72,KZ,1578444412,99,47.8,67.71,3.74,1.12
kachiry,100,KZ,1578444412,96,53.07,76.1,15.44,3.06
sarakhs,0,IR,1578444412,62,36.54,61.16,39.2,6.93
sukumo,68,JP,1578444412,65,32.94,132.72,57.81,26.96
shiyan,100,CN,1578444412,94,32.65,110.78,34.39,2.86
binga,15,CD,1578444413,77,0.52,29.32,66.92,2.48
darab,0,IR,1578444413,54,28.75,54.55,46.06,0.78
vanimo,100,PG,1578444413,90,-2.67,141.3,79.03,15.84
cartagena,20,CO,1578444413,69,5.03,-75.64,75.2,4.7
taltal,0,CL,1578444413,86,-25.41,-70.49,62.73,2.04
dutlwe,100,BW,1578444413,81,-23.98,23.93,70.57,7.87
wasilla,90,US,1578444413,84,61.58,-149.44,1.0,0.81
nortelandia,100,BR,1578444413,93,-14.45,-56.8,74.23,5.06
muisne,24,EC,1578444414,89,0.61,-80.02,75.96,6.49
port lincoln,0,AU,1578444414,48,-34.72,135.86,74.91,7.87
rognan,75,NO,1578444414,75,67.1,15.4,42.8,19.46
nanortalik,100,GL,1578444414,88,60.14,-45.24,21.47,4.32
comodoro rivadavia,20,AR,1578444414,24,-45.87,-67.48,68.0,24.16
aswan,0,EG,1578444414,54,24.09,32.9,48.65,11.1
nandyal,0,IN,1578444414,95,15.47,78.48,67.48,3.71
lompoc,40,US,1578444414,82,34.64,-120.46,62.6,12.75
okha,100,RU,1578444415,93,53.59,142.95,9.19,10.29
aden,96,YE,1578444365,78,12.79,45.03,76.41,7.45
kalachinsk,100,RU,1578444415,97,55.05,74.58,8.6,4.38
bandarbeyla,100,SO,1578444415,75,9.49,50.81,78.69,18.97
jaisalmer,0,IN,1578444415,80,26.91,70.91,51.28,5.66
muret,75,FR,1578444415,100,43.46,1.33,42.01,3.36
kashi,75,CN,1578444415,92,39.45,75.98,23.0,2.24
kavieng,77,PG,1578444415,79,-2.57,150.8,83.3,14.47
alexandria,40,US,1578444416,92,38.81,-77.05,35.01,4.7
nokaneng,95,BW,1578444416,84,-19.66,22.19,71.82,5.26
banff,100,CA,1578444126,89,51.18,-115.57,12.99,11.99
pacov,90,CZ,1578444416,97,49.47,15,35.01,3.36
biak,98,ID,1578444416,72,-0.91,122.88,82.76,9.8
pacifica,90,US,1578444416,76,37.61,-122.49,55.99,10.29
san antonio,75,PH,1578444416,83,15.31,120.85,77.0,2.24
kihei,40,US,1578444416,57,20.76,-156.45,80.6,20.8
walvis bay,0,NA,1578444416,88,-22.95,14.51,64.99,3.36
launceston,31,AU,1578444402,49,-41.43,147.14,81.0,5.82
korla,99,CN,1578444417,34,41.76,86.15,16.09,4.27
daru,100,PG,1578444417,82,-9.07,143.21,84.24,1.52
burnie,63,AU,1578444417,61,-41.05,145.91,71.01,11.01
olinda,20,BR,1578444417,74,-22.82,-43.41,82.4,5.82
kashan,0,IR,1578444417,63,33.99,51.44,40.5,6.67
high level,90,CA,1578444417,75,58.52,-117.13,-14.8,2.24
yakovlevskoye,90,RU,1578444418,92,55.46,36.94,33.01,8.95
cuiluan,24,CN,1578444418,95,47.72,128.65,-0.08,4.27
boa viagem,62,BR,1578444160,71,-5.13,-39.73,78.44,5.21
ziro,0,IN,1578444418,77,27.54,93.82,42.53,3.18
luwuk,98,ID,1578444418,72,-0.95,122.79,82.76,9.8
konza,75,KE,1578444418,93,-1.74,37.13,62.6,8.05
cieza,0,ES,1578444418,90,38.24,-1.42,45.0,2.17
amazar,4,RU,1578444418,89,53.86,120.88,-9.29,1.99
marienburg,20,SR,1578444418,78,5.88,-55.04,80.6,5.82
ahipara,1,NZ,1578444419,67,-35.17,173.16,61.36,15.17
morondava,1,MG,1578444419,91,-20.3,44.28,76.23,0.76
alugan,100,PH,1578444419,83,12.22,125.48,79.9,11.99
bathsheba,20,BB,1578444419,69,13.22,-59.52,78.8,17.22
galveston,40,US,1578444419,69,40.58,-86.19,37.99,8.05
solton,100,RU,1578444419,85,52.84,86.48,7.65,1.92
soyo,100,AO,1578444419,82,-6.13,12.37,79.61,3.67
bethalto,1,US,1578444420,69,38.91,-90.04,43.0,6.93
onega,100,RU,1578444420,95,63.91,38.09,35.19,14.12
havre,90,US,1578444420,86,48.55,-109.68,26.6,18.34
ismailia,0,EG,1578444258,60,30.6,32.27,49.86,14.32
los llanos de aridane,20,ES,1578444420,68,28.66,-17.92,66.2,6.93
oranjemund,90,NA,1578444420,79,-28.55,16.43,64.35,3.69
bilibino,0,RU,1578444420,90,68.06,166.44,-27.85,3
margate,100,ZA,1578444420,85,-30.86,30.37,78.76,20.56
nizhniy ingash,91,RU,1578444421,95,56.2,96.53,12.81,6.31
colares,0,PT,1578444421,87,38.8,-9.45,48.99,10.29
mana,48,GF,1578444421,96,5.67,-53.78,74.34,2.68
pontian kecil,75,MY,1578444421,94,1.48,103.39,80.6,1.12
aranos,30,NA,1578444421,70,-24.14,19.11,73.33,9.13
ilinskiy,90,RU,1578444421,95,55.62,38.12,33.01,6.71
berlevag,78,NO,1578444421,87,70.86,29.09,36.81,18.72
wajid,100,SO,1578444421,61,3.81,43.25,78.12,17.05
ketchikan,1,US,1578444421,80,55.34,-131.65,35.6,17.22
port blair,83,IN,1578444384,79,11.67,92.75,79.39,13.35
durango,1,US,1578444265,50,37.28,-107.88,39.2,4.7
camacha,40,PT,1578444422,63,33.08,-16.33,62.6,3.36
lielvarde,90,LV,1578444422,91,56.72,24.81,37.4,10.29
phalodi,0,IN,1578444422,88,27.13,72.36,52.99,8.95
chicama,90,PE,1578444422,78,-7.84,-79.15,71.6,11.41
north bend,90,US,1578444423,93,43.41,-124.22,48.99,9.17
leningradskiy,77,RU,1578444423,91,69.38,178.42,-12.08,11.03
senanga,66,ZM,1578444423,85,-16.1,23.3,69.35,5.61
salvador,20,BR,1578444261,83,-12.98,-38.48,80.6,12.75
trelew,11,AR,1578444423,19,-43.25,-65.31,74.97,31.7
nizhniy tsasuchey,0,RU,1578444423,89,50.52,115.13,-0.26,2.89
jocotan,85,GT,1578444423,1,14.82,-89.39,66.0,1.01
joshimath,100,IN,1578444423,99,30.57,79.57,27.25,5.14
san juan de abajo,75,MX,1578444424,35,20.82,-105.19,84.2,6.93
somerset,40,US,1578444301,86,40.01,-79.08,32.0,6.93
kamsack,1,CA,1578444424,76,51.56,-101.9,-9.4,3.36
nuuk,90,GL,1578444424,84,64.17,-51.74,1.4,13.87
sao jose da coroa grande,0,BR,1578444424,72,-8.9,-35.15,80.47,12.71
urdoma,98,RU,1578444424,93,61.74,48.55,17.73,8.25
nea kallikratia,0,GR,1578444424,73,40.31,23.06,35.01,5.82
fethiye,40,TR,1578444424,57,36.62,29.12,51.8,18.34
the valley,16,AI,1578444285,83,18.22,-63.06,77.0,6.93
flinders,75,AU,1578444425,64,-34.58,150.85,79.0,11.41
stepantsevo,100,RU,1578444425,94,56.13,41.7,25.47,7.18
naifaru,83,MV,1578444425,76,5.44,73.37,82.65,17.4
espana,97,PH,1578444425,85,12.38,122.5,77.74,12.91
solwezi,100,ZM,1578444425,98,-12.18,26.4,62.58,1.99
rindal,99,NO,1578444425,99,63.05,9.21,36.34,3.49
antalaha,33,MG,1578444425,80,-14.9,50.28,80.65,9.82
gazanjyk,9,TM,1578444425,69,39.24,55.52,35.62,8.5
luhyny,0,UA,1578444426,86,51.08,28.4,24.26,4.79
maxixe,0,MZ,1578444426,82,-23.86,35.35,79.72,10.02
kedgwick,72,CA,1578444426,92,47.65,-67.35,12.29,3.91
ushtobe,100,KZ,1578444426,95,45.25,77.98,23.04,3.38
pishin,0,PK,1578444426,74,30.58,67,31.1,9.04
birnin kebbi,83,NG,1578444426,18,12.45,4.2,73.15,11.61
pravia,70,ES,1578444427,66,43.49,-6.11,48.99,8.05
evanston,90,US,1578444427,64,42.04,-87.69,37.0,14.99
tuatapere,100,NZ,1578444427,50,-46.13,167.69,60.22,3.58
puerto colombia,4,CO,1578444427,81,10.99,-74.96,81.0,10
yarensk,100,RU,1578444427,93,62.17,49.09,16.88,7.63
ocean city,1,US,1578444223,35,30.44,-86.61,57.99,5.82
russell,46,NZ,1578444428,46,-35.26,174.12,72.0,5.99
marsabit,47,KE,1578444428,61,2.34,37.99,77.25,14.63
matay,0,EG,1578444428,81,28.42,30.79,42.13,7.02
camaguey,20,CU,1578444428,88,21.38,-77.92,71.6,9.17
banikoara,90,BJ,1578444428,23,11.3,2.44,73.47,6.93
la ronge,5,CA,1578444428,82,55.1,-105.3,-18.4,2.24
lerwick,85,GB,1578444428,75,60.15,-1.15,46.4,34.45
port moresby,75,PG,1578444428,66,-9.47,147.16,87.8,5.82
todos santos,20,MX,1578444428,49,23.45,-110.23,73.4,6.93
yar-sale,12,RU,1578444429,85,66.83,70.83,-0.69,5.08
midyat,75,TR,1578444429,81,37.42,41.36,48.2,10.29
yeniseysk,100,RU,1578444429,96,58.45,92.17,7.14,2.73
hashtrud,0,IR,1578444429,77,37.48,47.05,23.16,1.01
jacareacanga,96,BR,1578444429,92,-6.22,-57.76,76.05,1.63
namatanai,100,PG,1578444429,68,-3.66,152.44,85.6,4.74
nabire,99,ID,1578444430,95,-3.36,135.5,75.67,0.85
malanje,100,AO,1578444430,98,-9.54,16.35,64.42,2.33
collie,0,AU,1578444430,49,-33.36,116.15,70.0,8.99
vieste,40,IT,1578444430,93,41.88,16.18,42.8,8.05
hay river,90,CA,1578444321,75,60.82,-115.79,-16.6,2.24
langarud,0,IR,1578444430,87,37.2,50.15,44.6,2.24
kon tum,100,VN,1578444430,93,14.36,108,63.37,2.3
berezovyy,1,RU,1578444431,87,51.67,135.7,3.94,2.98
christchurch,35,NZ,1578444282,58,-43.53,172.64,64.99,5.82
svetlogorsk,90,RU,1578444431,100,53.14,59.15,21.2,6.71
coachella,1,US,1578444431,34,33.68,-116.18,71.6,5.82
linfen,87,CN,1578444431,82,36.09,111.52,32.54,0.98
calama,20,CL,1578444431,36,-22.46,-68.93,64.4,20.8
den helder,90,NL,1578444431,100,52.96,4.76,51.01,29.97
ust-maya,96,RU,1578444431,96,60.42,134.54,4.71,4.18
pacific grove,40,US,1578444431,71,36.62,-121.92,59.0,8.05
sao gabriel,0,BR,1578444154,38,-30.34,-54.32,72.27,8.03
kysyl-syr,99,RU,1578444432,97,63.9,122.77,1.53,2.53
anju,90,CN,1578444432,81,31.75,113.2,34.88,0.49
itarema,89,BR,1578444432,86,-2.92,-39.92,77.14,3.76
ostrovnoy,100,RU,1578444432,96,68.05,39.51,34.56,17.27
sergeyevka,98,KZ,1578444432,96,53.88,67.42,11.82,0.87
madanpur,92,IN,1578444433,93,24.67,84.54,48.2,4.7
chingola,100,ZM,1578444433,96,-12.55,27.86,63.32,2.91
elk plain,90,US,1578444433,100,47.04,-122.37,53.6,18.34
talnakh,75,RU,1578444433,84,69.49,88.39,5.0,22.37
jardim,100,BR,1578444433,97,-21.48,-56.15,74.44,4.54
vertientes,20,CU,1578444433,88,21.26,-78.15,71.6,9.17
tual,100,ID,1578444433,76,-5.67,132.75,82.51,9.04
banda aceh,80,ID,1578444433,88,5.56,95.32,71.13,6.04
the pas,1,CA,1578444434,63,53.82,-101.24,-9.4,9.17
pangnirtung,78,CA,1578444434,87,66.15,-65.72,-44.23,1.5
aktash,58,RU,1578444434,78,50.31,87.6,-3.37,5.5
maceio,40,BR,1578444434,83,-9.67,-35.74,77.0,3.36
mokhsogollokh,96,RU,1578444434,95,61.4,128.95,5.11,2.71
coquimbo,0,CL,1578444434,77,-29.95,-71.34,64.4,8.05
pandan,100,PH,1578444434,79,11.72,122.09,79.45,17.36
yinchuan,66,CN,1578444434,52,38.48,106.21,20.66,4.45
damietta,19,EG,1578444435,77,31.42,31.81,55.4,28.05
kishi,19,NG,1578444435,31,9.08,3.85,75.81,1.99
pittsfield,1,US,1578444315,51,39.61,-90.81,39.99,8.05
pathein,67,MM,1578444435,90,16.78,94.73,67.17,4.5
jiazi,20,CN,1578444435,94,19.61,110.49,68.0,2.24
tingo maria,21,PE,1578444435,94,-9.29,-76.01,61.41,2.17
sabang,100,ID,1578444435,97,1.17,120.82,69.46,2.77
eregli,100,TR,1578444435,84,37.51,34.05,31.93,0.56
eydhafushi,37,MV,1578444435,75,5.1,73.07,82.54,16.69
mareeba,75,AU,1578444436,74,-16.99,145.42,86.0,12.75
allada,0,BJ,1578444436,74,6.67,2.15,80.6,2.24
kirakira,100,SB,1578444436,78,-10.46,161.92,82.42,4.56
gloucester,90,US,1578444413,86,37.41,-76.53,42.8,9.17
mangrol,40,IN,1578444436,66,25.33,76.51,57.04,1.63
rundu,100,NA,1578444436,100,-17.91,19.77,69.8,2.24
bagdarin,0,RU,1578444436,86,54.44,113.59,-2.74,2.37
sterling,75,US,1578444436,100,39,-77.4,35.01,8.05
russkaya polyana,100,RU,1578444437,96,53.78,73.88,9.36,2.89
chapais,90,CA,1578444437,78,49.78,-74.86,14.0,11.41
fort nelson,75,CA,1578444437,74,58.81,-122.69,-22.0,2.24
el jicaro,1,NI,1578444437,77,13.72,-86.13,68.54,5.95
gunnedah,44,AU,1578444437,33,-30.98,150.25,89.6,11.41
les cayes,0,HT,1578444437,62,18.19,-73.75,81.03,3.56
ituverava,75,BR,1578444437,100,-20.34,-47.78,69.8,10.29
bykovo,100,RU,1578444437,97,49.76,45.39,27.27,4.94
thouars,90,FR,1578444437,100,46.98,-0.22,53.6,8.05
hasaki,75,JP,1578444438,100,35.73,140.83,41.0,3.36
novovarshavka,100,RU,1578444438,95,54.17,74.7,9.03,3.11
lucera,40,IT,1578444438,93,41.51,15.34,42.8,8.05
salinopolis,84,BR,1578444438,77,-0.61,-47.36,82.35,15.28
sao joao da barra,85,BR,1578444438,88,-21.64,-41.05,78.44,17.56
namibe,100,AO,1578444438,80,-15.19,12.15,73.54,2.75
surt,82,LY,1578444438,66,31.21,16.59,51.62,8.95
henties bay,0,NA,1578444438,88,-22.12,14.28,64.99,1.99
imbituba,75,BR,1578444331,83,-28.24,-48.67,77.0,5.82
kungurtug,0,RU,1578444439,75,50.6,97.53,-10.59,1.25
paoua,0,CF,1578444439,38,7.24,16.43,69.26,3.24
fortuna,90,US,1578444439,100,40.6,-124.16,51.8,6.93
buguruslan,93,RU,1578444439,97,53.66,52.44,11.3,2.93
port hedland,40,AU,1578444439,94,-20.31,118.58,78.8,20.8
isla vista,1,US,1578444375,41,34.41,-119.86,64.99,11.41
nacala,91,MZ,1578444439,97,-14.56,40.69,75.7,2.75
salalah,0,OM,1578444439,53,17.01,54.1,75.2,11.41
vilhena,75,BR,1578444439,100,-12.74,-60.15,69.8,4.7
pontianak,100,ID,1578444440,92,-0.02,109.34,76.68,1.1
